grouping,group,n_pairs,n_judgments,binary_accuracy,above_gold_accuracy,below_gold_accuracy,both_correct_fraction,above_word_chosen_fraction,context_sensitivity_accuracy,exact_choice_ties
event_family,static_placement,288,576,0.484375,0.5381944444444444,0.4305555555555556,0.052083333333333336,0.453125,0.4722222222222222,0
event_family,target_crosses,192,384,0.5052083333333334,0.6458333333333334,0.3645833333333333,0.03125,0.7239583333333334,0.4869791666666667,0
event_family,reference_crosses,192,384,0.5052083333333334,0.5572916666666666,0.453125,0.036458333333333336,0.7708333333333334,0.5338541666666666,0
event_family,target_moves_without_crossing,192,384,0.4947916666666667,0.625,0.3645833333333333,0.036458333333333336,0.7083333333333334,0.4947916666666667,0
event_family,both_move,288,576,0.4982638888888889,0.5416666666666666,0.4548611111111111,0.003472222222222222,0.9357638888888888,0.5,0
event_family,direct_label_control,96,192,0.53125,0.53125,0.53125,0.4583333333333333,0.4791666666666667,0.5520833333333334,0
event_family+evidence_type,static_placement|named_shelves,144,288,0.4756944444444444,0.5069444444444444,0.4444444444444444,0.04861111111111111,0.4340277777777778,0.4305555555555556,0
event_family+evidence_type,static_placement|measured_height,144,288,0.4930555555555556,0.5694444444444444,0.4166666666666667,0.05555555555555555,0.4722222222222222,0.5138888888888888,0
event_family+evidence_type,target_crosses|named_shelves,96,192,0.5260416666666666,0.6458333333333334,0.40625,0.0625,0.7135416666666666,0.4947916666666667,0
event_family+evidence_type,target_crosses|measured_height,96,192,0.484375,0.6458333333333334,0.3229166666666667,0.0,0.734375,0.4791666666666667,0
event_family+evidence_type,reference_crosses|named_shelves,96,192,0.515625,0.4479166666666667,0.5833333333333334,0.07291666666666667,0.7447916666666666,0.5416666666666666,0
event_family+evidence_type,reference_crosses|measured_height,96,192,0.4947916666666667,0.6666666666666666,0.3229166666666667,0.0,0.796875,0.5260416666666666,0
event_family+evidence_type,target_moves_without_crossing|named_shelves,96,192,0.4895833333333333,0.625,0.3541666666666667,0.052083333333333336,0.65625,0.4895833333333333,0
event_family+evidence_type,target_moves_without_crossing|measured_height,96,192,0.5,0.625,0.375,0.020833333333333332,0.7604166666666666,0.5,0
event_family+evidence_type,both_move|named_shelves,144,288,0.4965277777777778,0.4791666666666667,0.5138888888888888,0.0,0.9756944444444444,0.4930555555555556,0
event_family+evidence_type,both_move|measured_height,144,288,0.5,0.6041666666666666,0.3958333333333333,0.006944444444444444,0.8958333333333334,0.5069444444444444,0
event_family+evidence_type,direct_label_control|direct_label_plain,48,96,0.5104166666666666,0.4791666666666667,0.5416666666666666,0.4583333333333333,0.4895833333333333,0.5416666666666666,0
event_family+evidence_type,direct_label_control|direct_label_positioned,48,96,0.5520833333333334,0.5833333333333334,0.5208333333333334,0.4583333333333333,0.46875,0.5625,0
event_family+event_subtype,static_placement|outer_shelves,96,192,0.4583333333333333,0.5104166666666666,0.40625,0.07291666666666667,0.5208333333333334,0.453125,0
event_family+event_subtype,static_placement|inner_shelves,96,192,0.5,0.5729166666666666,0.4270833333333333,0.052083333333333336,0.6458333333333334,0.4791666666666667,0
event_family+event_subtype,static_placement|middle_reference,96,192,0.4947916666666667,0.53125,0.4583333333333333,0.03125,0.19270833333333334,0.484375,0
